0,197,r,
0,196,r,
0,195,r,
0,185,r,
0,189,r,
0,192,r,
0,208,r,
0,203,r,
1,204,r,
0,206,r,
1,201,r,
1,203,r,
1,200,r,
2,193,r,
2,196,r,
2,191,r,
0,190,r,
0,199,r,
0,185,r,
0,204,r,
0,204,r,
0,208,r,
1,203,r,
0,200,r,
1,201,r,
0,203,r,
1,196,r,
0,193,r,
2,200,r,
0,185,r,
0,207,r,
0,208,r,
0,203,r,
1,197,r,
1,199,r,
0,200,r,
1,197,r,
1,195,r,
1,200,r,
0,191,r,
1,206,r,
21,76,w,
22,79,w,
25,28,w,
21,28,w,
22,34,w,
21,29,w,
20,26,w,
26,29,w,
26,40,w,
21,25,w,
25,35,w,
26,31,w,
22,37,w,
25,25,w,
25,25,w,
22,43,w,
23,26,w,
21,29,w,
22,34,w,
26,31,w,
26,33,w,
26,36,w,
21,27,w,
22,42,w,
26,25,w,
21,29,w,
22,38,w,
26,30,w,
26,32,w,
26,34,w,
21,27,w,
22,44,w,
26,26,w,
21,26,w,
24,38,w,
26,34,w,
26,30,w,
26,36,w,
20,78,w,
21,27,w,
21,27,w,
22,42,w,
25,26,w,
24,38,w,
26,30,w,
22,36,w,
26,35,w,
21,73,w,
22,30,w,
21,78,w,
22,33,w,
21,27,w,
24,36,w,
26,30,w,
26,27,w,
22,38,w,
21,76,w,
26,31,w,
26,25,w,
21,34,w,
21,37,w,
22,31,w,
19,29,w,
21,73,w,
21,29,w,
22,32,w,
26,34,w,
26,23,w,
22,31,w,
21,27,w,
21,74,w,
24,73,w,
22,75,w,
23,86,w,
20,74,w,
21,73,w,
20,80,w,
21,76,w,
21,76,w,
21,73,w,
21,76,w,
21,74,w,
21,71,w,
22,81,w,
21,78,w,
21,75,w,
24,71,w,
22,79,w,
21,71,w,
23,82,w,
20,137,y,
19,198,y,
19,189,y,
19,200,y,
20,187,y,
18,203,y,
17,204,y,
20,190,y,
18,200,y,
20,140,y,
21,187,y,
19,195,y,
19,196,y,
19,200,y,
19,200,y,
20,181,y,
20,198,y,
21,183,y,
21,187,y,
20,188,y,
20,188,y,
19,199,y,
19,194,y,
19,203,y,
20,194,y,
20,189,y,
20,167,y,
21,170,y,
21,176,y,
20,187,y,
19,198,y,
20,192,y,
20,195,y,
18,204,y,
20,167,y,
21,170,y,
20,173,y,
18,189,y,
18,199,y,
19,194,y,
19,193,y,
19,193,y,
20,190,y,
18,200,y,
18,200,y,
20,141,y,
19,196,y,
20,184,y,
20,195,y,
19,206,y,
18,204,y,
19,199,y,
18,200,y,
20,134,y,
19,201,y,
21,188,y,
19,204,y,
19,204,y,
18,205,y,
20,192,y,
19,200,y,
19,202,y,
21,170,y,
20,200,y,
19,203,y,
21,196,y,
20,205,y,
18,203,y,
19,204,y,
20,188,y,
20,194,y,
19,199,y,
21,147,y,
20,201,y,
20,207,y,
21,193,y,
20,204,y,
20,190,y,
21,188,y,
20,194,y,
19,195,y,
22,182,y,
22,191,y,
22,195,y,
22,190,y,
22,190,y,
22,193,y,
18,203,y,
18,199,y,
20,134,y,
